Symbol,Company,Volume,Price,Change,%Change
DNTH,Dianthus Therapeutics Inc.,196.5K,19.87,1.60,8.76
PESI,Perma-Fix Environmental Services Inc.,274.0K,8.15,0.65,8.67
LAZR,Luminar Technologies Inc.,12.0M,6.15,0.49,8.66
VERO,Venus Concept Inc.,70.8K,3.56,0.28,8.54
NUS,Nu Skin Enterprises Inc. Cl A,383.5K,7.51,0.58,8.37
EDAP,EDAP TMS S.A. ADR,580.3K,2.22,0.17,8.29
WGO,Winnebago Industries Inc.,1.7M,37.62,2.86,8.23
CGTL,Creative Global Technology Holdings Ltd.,394.9K,4.10,0.31,8.18
MASK,3 E Network Technology Group Ltd. Cl A,52.9K,3.92,0.29,8.15
VSTA,Vasta Platform Ltd. Cl A,56.0K,4.35,0.33,8.07
TATT,Tat Technologies Ltd.,228.6K,27.97,2.07,7.99
LANV,Lanvin Group Holdings Ltd.,138.3K,2.32,0.17,7.91
TIL,Instil Bio Inc.,51.8K,19.36,1.37,7.62
RIVN,Rivian Automotive Inc. Cl A,61.6M,13.02,0.92,7.60
ORIC,Oric Pharmaceuticals Inc.,1.5M,6.29,0.44,7.52
CTRN,Citi Trends Inc.,56.6K,22.77,1.59,7.51
ATER,Aterian Inc.,84.0K,2.44,0.17,7.49
China,HUTCHMED,139.2K,15.26,1.04,7.31
IBO,Impact BioMedical Inc.,2.4M,2.36,0.16,7.27
YOSH,Yoshiharu Global Co.,98.2K,15.92,1.07,7.21
TRVG,trivago N.V. ADR,82.7K,5.05,0.33,6.99
RZLT,Rezolute Inc.,1.2M,2.92,0.19,6.96
MTEN,Mingteng International Corp. Inc.,115.5K,5.87,0.38,6.92
WNC,Wabash National Corp.,1.1M,11.93,0.77,6.90
NUKK,Nukkleus Inc.,92.8K,15.50,1.00,6.90
XPOF,Xponential Fitness Inc.,961.1K,8.48,0.55,6.87
DM,Desktop Metal Inc.,3.1M,4.84,0.31,6.84
CMPR,Cimpress PLC,196.4K,45.30,2.89,6.81
MTSR,Metsera Inc.,334.1K,30.01,1.90,6.76
HYMC,Hycroft Mining Holding Corp.,244.8K,3.48,0.22,6.75
ZLAB,Zai Lab Ltd. ADR,771.8K,36.18,2.27,6.69
FINV,FinVolution Group ADR,1.3M,10.46,0.66,6.68
VRA,Vera Bradley Inc.,195.9K,2.40,0.15,6.67
SCS,Steelcase Inc.,1.5M,11.30,0.70,6.65
AAP,Advance Auto Parts Inc.,4.1M,40.33,2.51,6.64
CURV,Torrid Holdings Inc.,328.0K,5.80,0.36,6.62
ALMU,Aeluma Inc.,170.3K,6.50,0.40,6.56
CCB,Coastal Financial Corp.,201.6K,92.03,5.62,6.50
HAIN,Hain Celestial Group Inc.,2.4M,4.16,0.25,6.39
VTEX,VTEX,761.7K,5.17,0.31,6.38
HPP,Hudson Pacific Properties Inc.,3.2M,3.01,0.18,6.36
PROP,Prairie Operating Co.,1.9M,5.70,0.34,6.34
NEOG,Neogen Corp.,3.6M,8.96,0.53,6.29
TTI,Tetra Technologies Inc.,1.5M,3.74,0.21,6.09
GPRE,Green Plains Inc.,1.6M,5.40,0.31,6.09
ALC,Alcon Inc.,3.2M,96.86,5.54,6.07
LSF,Laird Superfood Inc.,164.4K,7.00,0.40,6.06
GOTU,Gaotu Techedu Inc. ADR,1.6M,3.35,0.19,6.01
OPRT,Oportun Financial Corp.,421.7K,6.04,0.34,5.96
BTAI,BioXcel Therapeutics Inc.,221.6K,2.31,0.13,5.96
FUL,H.B. Fuller Co.,1.2M,57.54,3.22,5.93
PRM,Perimeter Solutions Inc.,1.5M,10.61,0.59,5.89
COYA,Coya Therapeutics Inc.,56.0K,6.89,0.38,5.84
IQ,iQIYI Inc. ADR,63.5M,2.37,0.13,5.80
LRMR,Larimar Therapeutics Inc.,2.2M,2.38,0.13,5.78
LE,Lands' End Inc.,123.3K,10.86,0.59,5.74
