Symbol,Company,Volume,Price,Change,%Change
BBD,Banco Bradesco S/A Pref ADR,72.2K,2.19,-0.10,-4.15
AUR,Aurora Innovation Inc.,148.0K,6.01,-0.27,-4.22
TSM,Taiwan Semiconductor Manufacturing Co. Ltd. ADR,58.5K,150.62,-6.76,-4.30
SLB,Schlumberger Ltd.,56.3K,37.52,-1.69,-4.31
UBER,Uber Technologies Inc.,68.8K,66.79,-3.06,-4.38
CX,Cemex S.A.B. de C.V. ADR,64.4K,5.32,-0.24,-4.41
APLD,Applied Digital Corp.,105.6K,5.41,-0.25,-4.42
NWL,Newell Brands Inc.,92.3K,5.22,-0.24,-4.48
BMBL,Bumble Inc. Cl A,68.0K,4.04,-0.19,-4.49
VLY,Valley National Bancorp,53.8K,7.73,-0.37,-4.57
VALE,Vale S.A. ADR,240.6K,9.28,-0.45,-4.57
RGTI,Rigetti Computing Inc.,184.5K,7.77,-0.38,-4.67
NU,Nu Holdings Ltd. Cl A,267.6K,9.78,-0.49,-4.77
NNE,Nano Nuclear Energy Inc.,58.4K,22.34,-1.13,-4.81
MU,Micron Technology Inc.,402.4K,70.70,-3.64,-4.90
NBIS,Nebius Group N.V. Cl A,82.6K,20.68,-1.09,-5.01
AAPL,Apple Inc.,2.3M,192.99,-10.20,-5.02
ET,Energy Transfer LP,101.2K,16.82,-0.91,-5.13
TER,Teradyne Inc.,64.8K,71.10,-3.99,-5.31
SABR,Sabre Corp.,54.9K,2.22,-0.13,-5.34
EQH,Equitable Holdings Inc.,188.8K,47.52,-2.69,-5.35
COMM,CommScope Holding Co. Inc.,80.2K,3.88,-0.22,-5.37
EVGO,EVgo Inc. Cl A,52.8K,2.41,-0.14,-5.49
SMCI,Super Micro Computer Inc.,367.8K,30.54,-1.78,-5.51
ENVX,Enovix Corp.,99.4K,6.26,-0.37,-5.58
LI,Li Auto Inc. ADR,61.0K,23.37,-1.40,-5.65
NIO,NIO Inc. ADR,341.0K,3.52,-0.21,-5.75
UAA,Under Armour Inc. Cl A,91.5K,5.04,-0.32,-5.88
SHOP,Shopify Inc.,241.7K,77.42,-4.87,-5.91
SOUN,SoundHound AI Inc.,364.5K,7.80,-0.50,-6.02
TCOM,Trip.com Group Ltd. ADR,69.1K,57.42,-3.78,-6.18
PTEN,Patterson-UTI Energy Inc.,103.6K,6.50,-0.43,-6.20
TME,Tencent Music Entertainment Group ADR,83.1K,13.42,-0.90,-6.28
HBM,Hudbay Minerals Inc.,51.3K,6.66,-0.46,-6.40
JBLU,JetBlue Airways Corp.,120.1K,3.90,-0.27,-6.47
FSM,Fortuna Mining Corp.,54.8K,5.70,-0.40,-6.49
AMZN,Amazon.com Inc.,2.3M,166.80,-11.61,-6.51
VNET,VNET Group Inc. ADR,76.5K,6.85,-0.48,-6.55
UPST,Upstart Holdings Inc.,86.9K,36.05,-2.64,-6.82
NFE,New Fortress Energy LLC Cl A,52.0K,6.41,-0.47,-6.90
NGD,New Gold Inc.,73.5K,3.30,-0.24,-6.92
RCAT,Red Cat Holdings Inc.,64.7K,6.31,-0.48,-7.07
SERV,Serve Robotics Inc.,53.4K,5.02,-0.39,-7.21
PTON,Peloton Interactive Inc.,341.3K,5.01,-0.39,-7.22
UAL,United Airlines Holdings Inc.,157.9K,55.83,-4.40,-7.31
SAN,Banco Santander S.A. ADR,54.7K,6.07,-0.50,-7.60
PDD,PDD Holdings Inc. ADR,691.3K,105.00,-8.67,-7.63
CRWV,CoreWeave Inc. Cl A,101.8K,49.50,-4.30,-7.99
AFRM,Affirm Holdings Inc. Cl A,97.8K,35.72,-3.19,-8.19
NIU,Niu Technologies ADR,69.4K,3.50,-0.32,-8.38
BCS,Barclays PLC ADR,123.3K,13.09,-1.22,-8.53
BE,Bloom Energy Corp.,90.9K,17.61,-1.73,-8.95
FUTU,Futu Holdings Ltd. ADR,60.3K,88.50,-8.99,-9.22
