Symbol,Company,Volume,Price,Change,%Change
LX,LexinFintech Holdings Ltd. ADR,2.8M,7.20,0.55,8.18
NIU,Niu Technologies ADR,1.1M,2.98,0.23,8.15
SERV,Serve Robotics Inc.,4.1M,5.74,0.43,8.10
DAO,Youdao Inc. ADR,70.8K,7.34,0.55,8.03
VKTX,Viking Therapeutics Inc.,6.1M,23.98,1.76,7.92
China,HUTCHMED,69.5K,14.80,1.07,7.84
QFIN,Qifu Technology Inc. ADR,1.4M,39.22,2.85,7.82
CRDF,Cardiff Oncology Inc.,1.1M,2.66,0.19,7.69
CEPU,Central Puerto S.A. ADR,310.6K,11.52,0.82,7.66
XYF,X Financial ADR,189.0K,11.59,0.82,7.59
RUN,SunRun Inc.,6.0M,6.76,0.47,7.39
MOGU,MOGU Inc. ADR,74.2K,2.21,0.15,7.36
EH,EHang Holdings Ltd. ADR,1.4M,15.50,1.06,7.34
IRS,IRSA-Inversiones y Representaciones S.A. GDR,200.7K,13.70,0.93,7.28
ORMP,Oramed Pharmaceuticals Inc.,72.4K,2.26,0.15,7.11
VLN,Valens Semiconductor Ltd.,745.2K,2.26,0.15,7.11
YRD,Yiren Digital Ltd. ADR,50.9K,5.70,0.37,6.99
OM,Outset Medical Inc.,93.3K,10.87,0.71,6.99
CDZI,Cadiz Inc.,304.3K,2.56,0.17,6.88
NEXT,NextDecade Corp.,1.2M,7.31,0.47,6.87
BKD,Brookdale Senior Living Inc.,2.2M,6.14,0.40,6.87
CRESY,Cresud S.A.C.I.F. y A. ADR,261.0K,11.36,0.72,6.81
ATAT,Atour Lifestyle Holdings Ltd. ADR,1.7M,23.70,1.49,6.71
PLX,Protalix BioTherapeutics Inc.,576.2K,2.57,0.16,6.64
CSTE,Caesarstone Ltd.,75.7K,3.16,0.20,6.57
AUID,authID Inc.,77.5K,6.05,0.37,6.50
KNSA,Kiniksa Pharmaceuticals International PLC,225.8K,20.53,1.22,6.32
UAMY,United States Antimony Corp.,4.1M,2.96,0.17,6.27
NEO,NeoGenomics Inc.,660.4K,9.90,0.58,6.22
CIIT,Tianci International Inc.,57.5K,2.92,0.17,6.18
PPTA,Perpetua Resources Corp.,616.4K,12.55,0.72,6.09
SCPH,scPharmaceuticals Inc.,223.4K,2.46,0.14,6.03
VIST,Vista Energy S.A.B. de C.V. ADR,1.5M,40.45,2.30,6.03
RCKT,Rocket Pharmaceuticals Inc.,1.5M,5.58,0.32,5.98
SMMT,Summit Therapeutics Inc.,4.1M,24.61,1.37,5.90
FUTU,Futu Holdings Ltd. ADR,3.4M,85.09,4.70,5.85
BEAM,Beam Therapeutics Inc.,1.3M,16.37,0.90,5.82
GAUZ,Gauzy Ltd.,82.7K,8.99,0.49,5.76
TARA,Protara Therapeutics Inc.,128.8K,4.14,0.23,5.75
VRDN,Viridian Therapeutics Inc.,285.4K,12.71,0.69,5.74
SEDG,SolarEdge Technologies Inc.,2.4M,13.49,0.73,5.72
DQ,Daqo New Energy Corp. ADR,305.8K,14.60,0.79,5.72
ATXS,Astria Therapeutics Inc.,87.9K,4.27,0.23,5.69
MLYS,Mineralys Therapeutics Inc.,350.3K,14.16,0.76,5.63
ZLAB,Zai Lab Ltd. ADR,1.5M,31.20,1.66,5.62
PDD,PDD Holdings Inc. ADR,12.0M,95.54,5.04,5.57
AIXI,XIAO-I Corp. ADR,67.0K,2.66,0.14,5.56
CYD,China Yuchai International Ltd.,186.9K,16.17,0.84,5.48
BABA,Alibaba Group Holding Ltd. ADR,22.5M,113.62,5.89,5.47
SLN,Silence Therapeutics PLC ADR,180.6K,2.71,0.14,5.45
MGRM,Monogram Technologies Inc.,77.4K,2.66,0.14,5.36
BNTX,BioNTech SE ADR,848.5K,101.66,5.14,5.33
SBGI,Sinclair Inc. Cl A,299.3K,14.40,0.72,5.30
