Symbol,Company,Volume,Price,Change,%Change
SLRN,ACELYRIN Inc.,2.6M,2.74,0.23,9.16
NUKK,Nukkleus Inc.,87.5K,13.89,1.16,9.11
USAR,USA Rare Earth Inc.,226.7K,6.85,0.57,9.08
EBS,Emergent Biosolutions Inc.,1.4M,5.17,0.43,9.07
ALGT,Allegiant Travel Co.,421.1K,55.45,4.60,9.05
IOVA,Iovance Biotherapeutics Inc.,7.6M,3.54,0.29,8.92
HTZ,Hertz Global Holdings Inc.,6.4M,4.05,0.33,8.87
MRX,Marex Group PLC,1.4M,38.84,3.16,8.86
CANG,Cango Inc. ADR,126.5K,4.19,0.34,8.83
SMMT,Summit Therapeutics Inc.,2.5M,20.46,1.66,8.83
KRRO,Korro Bio Inc.,70.0K,17.34,1.39,8.71
RGTI,Rigetti Computing Inc.,42.6M,8.49,0.68,8.71
NRIX,Nurix Therapeutics Inc.,1.3M,11.38,0.91,8.69
OBIO,Orchestra BioMed Holdings Inc.,118.9K,3.52,0.28,8.64
ZVIA,Zevia PBC,505.4K,2.39,0.19,8.64
MRUS,Merus N.V.,782.7K,43.01,3.41,8.61
AKRO,Akero Therapeutics Inc.,1.8M,41.95,3.31,8.57
AIFF,Firefly Neuroscience Inc.,346.1K,4.11,0.32,8.44
RCKT,Rocket Pharmaceuticals Inc.,4.7M,6.30,0.49,8.43
TRAW,Traws Pharma Inc.,77.9K,2.32,0.18,8.41
NGNE,Neurogene Inc.,389.0K,10.46,0.81,8.34
ELAB,PMGC Holdings Inc.,54.1K,4.69,0.36,8.31
DTI,Drilling Tools International Holdings Inc.,77.2K,2.48,0.19,8.30
SRRK,Scholar Rock Holding Corp.,1.5M,32.54,2.48,8.25
KLC,KinderCare Learning Cos. Inc.,581.8K,12.79,0.97,8.21
SBFM,Sunshine Biopharma Inc.,67.4M,2.25,0.17,8.17
ARCT,Arcturus Therapeutics Holdings Inc.,632.8K,10.20,0.77,8.17
SONM,Sonim Technologies Inc.,607.4K,3.20,0.24,8.11
SEI,Solaris Energy Infrastructure Inc.,665.1K,22.89,1.71,8.07
PCT,PureCycle Technologies Inc.,2.3M,7.38,0.55,8.05
