Symbol,Company,Volume,Price,Change,%Change
PRTG,Portage Biotech Inc.,30.8M,8.25,3.15,61.76
CBLL,CeriBell Inc.,2.1M,15.00,3.85,34.53
MKTW,MarketWise Inc.,211.9K,13.28,3.23,32.14
WKEY,WISeKey International Holding Ltd. ADR,322.7K,4.28,0.93,27.76
SDGR,Schrodinger Inc.,3.5M,24.52,5.30,27.58
RXRX,Recursion Pharmaceuticals Inc.,80.3M,5.74,1.23,27.27
SLP,Simulations Plus Inc.,1.6M,32.64,6.90,26.81
HYFM,Hydrofarm Holdings Group Inc.,829.6K,2.69,0.54,25.12
RGC,Regencell Bioscience Holdings Ltd.,204.0K,35.00,6.76,23.94
ABSI,Absci Corp.,6.7M,3.02,0.56,23.01
CERT,Certara Inc.,8.9M,12.88,2.37,22.55
NGNE,Neurogene Inc.,606.1K,10.97,2.00,22.30
ZLAB,Zai Lab Ltd. ADR,2.7M,29.56,5.24,21.55
SBC,SBC Medical Group Holdings Inc.,78.4K,4.10,0.70,20.59
BGLC,BioNexus Gene Lab Corp.,29.6M,2.58,0.41,19.12
PHAT,Phathom Pharmaceuticals Inc.,1.1M,4.89,0.79,19.10
CYBN,Cybin Inc.,533.0K,6.80,1.06,18.47
MBX,MBX Biosciences Inc.,1.1M,7.41,1.14,18.18
ZBIO,Zenas BioPharma Inc.,142.0K,8.01,1.23,18.14
SLN,Silence Therapeutics PLC ADR,359.7K,2.56,0.37,16.89
VMAR,Vision Marine Technologies Inc.,151.3K,6.76,0.97,16.84
ABCL,AbCellera Biologics Inc.,4.9M,2.39,0.32,15.46
LHSW,Lianhe Sowell International Group Ltd.,1.6M,3.61,0.48,15.34
UPB,Upstream Bio Inc.,260.8K,7.37,0.97,15.16
SMMT,Summit Therapeutics Inc.,5.9M,23.20,3.05,15.14
AZ,A2Z Cust2Mate Solutions Corp.,123.3K,8.00,1.03,14.86
NUTX,Nutex Health Inc.,210.1K,131.57,16.82,14.66
SCPH,scPharmaceuticals Inc.,524.3K,2.31,0.29,14.64
AXIL,AXIL Brands Inc.,74.6K,5.10,0.65,14.61
OMER,Omeros Corp.,684.5K,6.72,0.85,14.59
IMNM,Immunome Inc.,1.1M,7.09,0.89,14.35
ORIC,Oric Pharmaceuticals Inc.,826.4K,4.92,0.61,14.27
CRSP,CRISPR Therapeutics AG,3.1M,39.15,4.89,14.27
OBIO,Orchestra BioMed Holdings Inc.,61.3K,2.96,0.36,13.85
BTU,Peabody Energy Corp.,6.3M,12.76,1.52,13.58
ORGO,Organogenesis Holdings Inc. Cl A,1.3M,4.25,0.50,13.33
JNVR,Janover Inc.,1.4M,50.94,5.97,13.28
METC,Ramaco Resources Inc. Cl A,1.1M,8.71,1.00,12.97
LPG,Dorian LPG Ltd.,996.3K,20.54,2.35,12.92
DNTH,Dianthus Therapeutics Inc.,248.9K,17.59,1.99,12.76
KC,Kingsoft Cloud Holdings Ltd. ADR,4.7M,14.24,1.59,12.61
EDN,Empresa Distribuidora y Comercializadora Norte S.A. Cl B ADR,231.7K,28.68,3.21,12.58
ZYME,Zymeworks Inc.,830.1K,10.62,1.19,12.55
SBSW,Sibanye-Stillwater Ltd. ADR,13.9M,4.37,0.48,12.34
EYPT,EyePoint Pharmaceuticals Inc.,735.1K,5.38,0.58,12.19
IMOS,ChipMOS Technologies Inc. ADR,51.2K,15.34,1.64,11.93
SA,Seabridge Gold Inc.,1.9M,12.48,1.32,11.87
JSPR,Jasper Therapeutics Inc.,153.5K,4.15,0.44,11.86
SKE,Skeena Resources Ltd.,671.8K,11.35,1.20,11.82
GLNG,Golar LNG Ltd.,3.3M,37.25,3.86,11.56
XPEV,XPeng Inc. ADR,18.5M,20.02,2.04,11.38
PCVX,Vaxcyte Inc.,3.2M,31.17,3.13,11.16
NG,NovaGold Resources Inc.,7.1M,2.79,0.28,11.16
TPCS,Techprecision Corp.,64.1K,2.40,0.24,11.11
DNA,Ginkgo Bioworks Holdings Inc.,2.9M,8.11,0.81,11.10
MASS,908 Devices Inc.,379.8K,4.21,0.42,11.08
RAY,Raytech Holding Ltd.,4.1M,2.61,0.26,11.06
YMAB,Y-mAbs Therapeutics Inc.,169.4K,4.83,0.48,11.03
BBAR,Banco BBVA Argentina S.A. ADR,918.4K,17.83,1.77,11.02
SVRA,Savara Inc.,438.4K,2.93,0.29,10.98
ESP,Espey Manufacturing & Electronics Corp.,65.4K,28.37,2.80,10.95
SEPN,Septerna Inc.,91.9K,5.72,0.56,10.95
ELVN,Enliven Therapeutics Inc.,268.0K,16.54,1.63,10.93
MPTI,M-tron Industries Inc.,57.5K,49.04,4.81,10.87
OCUL,Ocular Therapeutix Inc.,1.4M,7.10,0.69,10.85
CVAC,CureVac N.V.,665.9K,3.17,0.31,10.84
ETNB,89bio Inc.,1.5M,5.52,0.53,10.61
SNOA,Sonoma Pharmaceuticals Inc.,388.1K,2.30,0.22,10.58
