Symbol,Company,Volume,Price,Change,%Change
DWTX,Dogwood Therapeutics Inc.,17.9M,3.83,0.83,27.67
KSCP,Knightscope Inc.,497.0K,3.82,0.82,27.33
USAR,USA Rare Earth Inc.,7.3M,14.86,3.11,26.47
PHIO,Phio Pharmaceuticals Corp.,2.4M,2.75,0.55,24.98
VERV,Verve Therapeutics Inc.,18.6M,5.10,0.98,23.79
IE,Ivanhoe Electric Inc.,1.8M,6.08,1.03,20.40
VCIG,VCI Global Ltd.,401.5K,3.11,0.52,20.15
VERO,Venus Concept Inc.,606.1K,4.48,0.73,19.47
FRGE,Forge Global Holdings Inc.,695.8K,11.50,1.87,19.44
RYET,Ruanyun Edai Technology Inc.,224.1K,6.11,0.89,17.07
IPX,IperionX Ltd. ADR,84.2K,17.45,2.44,16.26
DTIL,Precision Biosciences Inc.,606.0K,5.18,0.72,16.14
EOSE,Eos Energy Enterprises Inc.,8.0M,4.89,0.68,16.00
AVR,Anteris Technologies Global Corp.,158.9K,2.99,0.41,15.89
BCG,Binah Capital Group Inc.,99.0K,2.50,0.29,13.16
RITR,Reitar Logtech Holdings Ltd.,256.0K,4.18,0.48,12.97
AUUD,Auddia Inc.,232.3K,4.86,0.51,11.78
JNVR,Janover Inc.,469.3K,73.67,7.73,11.72
RDW,Redwire Corp.,881.3K,10.13,1.05,11.59
NB,NioCorp Developments Ltd.,2.3M,2.72,0.28,11.48
YSG,Yatsen Holding Ltd. ADR,68.6K,4.09,0.41,11.14
MWYN,Marwynn Holdings Inc.,1.7M,5.06,0.50,10.96
MBOT,Microbot Medical Inc.,5.9M,2.52,0.24,10.75
BCYC,Bicycle Therapeutics Ltd. ADR,331.2K,7.78,0.71,10.04
CING,Cingulate Inc.,83.6K,4.42,0.40,9.95
RCKT,Rocket Pharmaceuticals Inc.,2.5M,6.48,0.57,9.64
ITOS,iTeos Therapeutics Inc.,316.0K,6.05,0.52,9.40
CTGO,Contango ORE Inc.,102.8K,13.50,1.16,9.40
NMAX,Newsmax Inc. Cl B,2.9M,28.44,2.44,9.40
LXEO,Lexeo Therapeutics Inc.,319.8K,2.34,0.20,9.35
TUSK,Mammoth Energy Services Inc.,105.4K,2.48,0.21,9.33
AEVA,Aeva Technologies Inc.,1.4M,7.84,0.66,9.19
BGLC,BioNexus Gene Lab Corp.,119.4K,2.53,0.21,9.05
ECOR,electroCore Inc.,53.1K,6.38,0.51,8.59
AUID,authID Inc.,188.8K,7.65,0.60,8.51
SSP,E.W. Scripps Co. Cl A,528.3K,2.24,0.17,8.50
RKLB,Rocket Lab USA Inc.,20.8M,20.70,1.57,8.23
AMPY,Amplify Energy Corp.,828.2K,2.48,0.18,8.04
ZYBT,Zhengye Biotechnology Holding Ltd.,243.3K,5.52,0.40,7.81
TOPW,Top Win International Ltd.,743.3K,2.55,0.18,7.59
ERIC,Telefon AB L.M. Ericsson ADR,30.3M,8.02,0.56,7.58
FDMT,4D Molecular Therapeutics Inc.,392.0K,2.99,0.21,7.55
DUOT,Duos Technologies Group Inc.,59.1K,5.23,0.36,7.39
TTAN,ServiceTitan Inc. Cl A,249.4K,113.10,7.72,7.33
CRVS,Corvus Pharmaceuticals Inc.,591.4K,3.24,0.21,7.10
ROLR,High Roller Technologies Inc.,59.0K,2.93,0.19,6.97
DJT,Trump Media & Technology Group Corp.,4.0M,20.23,1.30,6.87
NXDT,NexPoint Diversified Real Estate Trust,68.4K,3.74,0.24,6.86
VLN,Valens Semiconductor Ltd.,283.4K,2.44,0.15,6.77
TREE,LendingTree Inc.,80.7K,45.91,2.90,6.73
BLBX,Blackboxstocks Inc.,75.2K,3.31,0.21,6.72
SEZL,Sezzle Inc.,336.9K,42.06,2.63,6.66
VFS,VinFast Auto Ltd.,332.9K,3.20,0.20,6.61
SKE,Skeena Resources Ltd.,318.7K,12.15,0.75,6.58
ANRO,Alto Neuroscience Inc.,117.6K,2.22,0.14,6.49
HMR,Heidmar Maritime Holdings Corp.,542.7K,2.97,0.18,6.45
ENTA,Enanta Pharmaceuticals Inc.,74.2K,5.24,0.31,6.29
EWTX,Edgewise Therapeutics Inc.,1.1M,13.09,0.76,6.16
SPCB,SuperCom Ltd.,102.8K,6.45,0.37,6.09
NFLX,Netflix Inc.,4.6M,987.57,56.29,6.04
ZBIO,Zenas BioPharma Inc.,53.4K,9.01,0.51,6.00
CVNA,Carvana Co. Cl A,2.8M,217.00,12.27,5.99
SNCY,Sun Country Airlines Holdings Inc.,282.7K,10.26,0.58,5.99
CRVO,CervoMed Inc.,672.3K,10.25,0.57,5.89
GRRR,Gorilla Technology Group Inc.,1.2M,19.16,1.05,5.80
ARQ,Arq Inc.,130.7K,3.77,0.20,5.61
CXDO,Crexendo Inc.,57.6K,4.72,0.25,5.61
RGNX,REGENXBIO Inc.,449.4K,6.68,0.35,5.61
RAY,Raytech Holding Ltd.,747.1K,2.67,0.14,5.52
ORKA,Oruka Therapeutics Inc.,102.3K,8.58,0.44,5.41
Cayman,Intercont,203.7K,6.00,0.30,5.26
CRWD,CrowdStrike Holdings Inc. Cl A,2.2M,398.50,19.84,5.24
PGY,Pagaya Technologies Ltd.,519.5K,9.96,0.48,5.12
SRRK,Scholar Rock Holding Corp.,699.6K,30.40,1.48,5.10
COMM,CommScope Holding Co. Inc.,1.6M,3.62,0.17,5.09
MMYT,MakeMyTrip Ltd.,494.1K,102.93,4.98,5.08
SRZN,Surrozen Inc.,55.0K,9.97,0.48,5.06
PTCT,PTC Therapeutics Inc.,725.3K,47.35,2.27,5.04
PAY,Paymentus Holdings Inc.,185.9K,29.39,1.39,4.96
VSAT,ViaSat Inc.,768.6K,8.81,0.41,4.94
HPE,Hewlett Packard Enterprise Co.,26.1M,14.98,0.70,4.94
PL,Planet Labs PBC,1.7M,3.30,0.15,4.94
ALGS,Aligos Therapeutics Inc.,185.8K,4.84,0.23,4.88
MTEN,Mingteng International Corp. Inc.,59.3K,4.30,0.20,4.85
FUBO,fuboTV Inc.,8.2M,3.02,0.14,4.83
SPOT,Spotify Technology S.A.,1.3M,575.46,26.29,4.79
PLTR,Palantir Technologies Inc.,61.5M,97.04,4.42,4.77
HXHX,Haoxin Holdings Ltd.,3.4M,4.19,0.19,4.75
UPB,Upstream Bio Inc.,107.3K,7.94,0.36,4.75
AMBC,Ambac Financial Group Inc.,241.3K,6.98,0.32,4.72
PDYN,Palladyne AI Corp.,265.2K,6.10,0.28,4.72
TNXP,Tonix Pharmaceuticals Holding Corp.,314.6K,16.91,0.76,4.71
RBLX,Roblox Corp.,2.9M,59.58,2.67,4.70
CURI,CuriosityStream Inc.,77.7K,2.69,0.12,4.67
OPBK,OP Bancorp,60.4K,11.10,0.49,4.67
LU,Lufax Holding Ltd. ADR,4.6M,2.58,0.12,4.66
YEXT,Yext Inc.,456.6K,6.18,0.28,4.65
MX,Magnachip Semiconductor Corp.,215.6K,2.98,0.13,4.61
FULT,Fulton Financial Corp.,1.1M,16.39,0.72,4.59
MXL,MaxLinear Inc.,282.6K,10.35,0.45,4.55
