Symbol,Company,Volume,Price,Change,%Change
BOF,BranchOut Food Inc.,224.8K,2.41,0.24,11.06
ZBIO,Zenas BioPharma Inc.,236.5K,8.43,0.83,10.92
ARQT,Arcutis Biotherapeutics Inc.,5.4M,16.60,1.62,10.81
ACLX,Arcellx Inc.,908.6K,67.23,6.53,10.76
CMPS,COMPASS Pathways PLC ADR,1.8M,3.09,0.30,10.75
SMC,Summit Midstream Corp.,169.0K,36.81,3.56,10.71
LEDS,SemiLEDS Corp.,137.7K,2.69,0.26,10.70
IDYA,IDEAYA Biosciences Inc.,2.1M,16.35,1.58,10.70
IVDA,Iveda Solutions Inc.,63.3K,2.59,0.25,10.68
ADTX,Aditxt Inc.,197.0K,5.00,0.48,10.62
GYRE,Gyre Therapeutics Inc.,274.6K,7.09,0.68,10.61
PAL,Proficient Auto Logistics Inc.,448.6K,9.05,0.86,10.50
AMTM,Amentum Holdings Inc.,5.9M,19.71,1.84,10.30
ALAR,Alarum Technologies Ltd. ADR,173.0K,7.00,0.64,10.06
RKT,Rocket Cos. Inc.,34.9M,13.86,1.26,10.00
FDMT,4D Molecular Therapeutics Inc.,1.1M,3.28,0.29,9.70
NTLA,Intellia Therapeutics Inc.,5.3M,7.30,0.65,9.69
CANG,Cango Inc. ADR,149.5K,4.22,0.37,9.61
SEPN,Septerna Inc.,204.1K,5.50,0.47,9.46
LGHL,Lion Group Holding Ltd. ADR,159.9K,3.50,0.30,9.38
MREO,Mereo BioPharma Group PLC ADR,1.6M,2.37,0.20,9.22
SMA,SmartStop Self Storage REIT Inc.,10.0M,32.75,2.75,9.17
SLRN,ACELYRIN Inc.,2.7M,2.74,0.23,9.16
NUKK,Nukkleus Inc.,92.9K,13.89,1.16,9.11
USAR,USA Rare Earth Inc.,220.9K,6.85,0.57,9.08
EBS,Emergent Biosolutions Inc.,1.9M,5.17,0.43,9.07
ALGT,Allegiant Travel Co.,409.4K,55.45,4.60,9.05
IOVA,Iovance Biotherapeutics Inc.,7.5M,3.54,0.29,8.92
HTZ,Hertz Global Holdings Inc.,6.3M,4.05,0.33,8.87
MRX,Marex Group PLC,1.4M,38.84,3.16,8.86
SMMT,Summit Therapeutics Inc.,2.4M,20.46,1.66,8.83
KRRO,Korro Bio Inc.,68.0K,17.34,1.39,8.71
RGTI,Rigetti Computing Inc.,43.7M,8.49,0.68,8.71
NRIX,Nurix Therapeutics Inc.,1.2M,11.38,0.91,8.69
OBIO,Orchestra BioMed Holdings Inc.,119.9K,3.52,0.28,8.64
ZVIA,Zevia PBC,558.6K,2.39,0.19,8.64
MRUS,Merus N.V.,821.0K,43.01,3.41,8.61
AKRO,Akero Therapeutics Inc.,1.7M,41.95,3.31,8.57
AIFF,Firefly Neuroscience Inc.,362.0K,4.11,0.32,8.44
RCKT,Rocket Pharmaceuticals Inc.,4.5M,6.30,0.49,8.43
TRAW,Traws Pharma Inc.,78.7K,2.32,0.18,8.41
NGNE,Neurogene Inc.,390.9K,10.46,0.81,8.34
DTI,Drilling Tools International Holdings Inc.,76.1K,2.48,0.19,8.30
SRRK,Scholar Rock Holding Corp.,1.5M,32.54,2.48,8.25
UWMC,UWM Holdings Corp.,30.3M,5.79,0.44,8.22
SBFM,Sunshine Biopharma Inc.,67.8M,2.25,0.17,8.17
ARCT,Arcturus Therapeutics Holdings Inc.,619.3K,10.20,0.77,8.17
KLC,KinderCare Learning Cos. Inc.,760.3K,12.78,0.96,8.12
SONM,Sonim Technologies Inc.,612.2K,3.20,0.24,8.11
SEI,Solaris Energy Infrastructure Inc.,919.5K,22.89,1.71,8.07
