Symbol,Company,Volume,Price,Change,%Change
EWTX,Edgewise Therapeutics Inc.,839.5K,23.68,1.42,6.40
ACB,Aurora Cannabis Inc.,2.0M,4.68,0.28,6.24
LX,LexinFintech Holdings Ltd. ADR,3.7M,11.52,0.68,6.23
ALMU,Aeluma Inc.,82.7K,6.47,0.37,6.07
WGO,Winnebago Industries Inc.,981.5K,36.85,2.09,6.01
HAIN,Hain Celestial Group Inc.,667.7K,4.14,0.23,6.01
GPUS,Hyperscale Data Inc.,55.0K,2.65,0.15,6.00
PRM,Perimeter Solutions Inc.,637.0K,10.62,0.60,5.99
PESI,Perma-Fix Environmental Services Inc.,101.3K,7.94,0.45,5.93
MTSR,Metsera Inc.,86.7K,29.78,1.67,5.92
LBRT,Liberty Energy Inc.,1.1M,16.30,0.88,5.71
SNBR,Sleep Number Corp.,193.0K,6.53,0.35,5.66
IDR,Idaho Strategic Resources Inc.,66.1K,14.04,0.74,5.56
CLMT,Calumet Inc.,710.2K,12.91,0.68,5.56
LANV,Lanvin Group Holdings Ltd.,108.0K,2.27,0.12,5.53
SEAT,Vivid Seats Inc.,545.7K,3.02,0.15,5.42
YALA,Yalla Group Ltd. ADR,860.3K,5.78,0.29,5.37
PLUT,Plutus Financial Group Ltd.,423.2K,2.99,0.15,5.28
MREO,Mereo BioPharma Group PLC ADR,1.8M,2.50,0.13,5.27
NUS,Nu Skin Enterprises Inc. Cl A,144.6K,7.30,0.36,5.27
BIOX,Bioceres Crop Solutions Corp.,296.6K,4.61,0.23,5.25
TTI,Tetra Technologies Inc.,334.2K,3.72,0.18,5.24
DOYU,DouYu International Holdings Ltd. ADR,83.0K,8.12,0.40,5.18
LSF,Laird Superfood Inc.,109.4K,6.94,0.34,5.15
HPP,Hudson Pacific Properties Inc.,614.8K,2.98,0.14,5.12
BILI,Bilibili Inc. ADR,3.2M,20.43,0.99,5.12
BCYC,Bicycle Therapeutics Ltd. ADR,366.7K,9.18,0.45,5.10
GHRS,GH Research PLC,65.7K,12.67,0.61,5.06
DAR,Darling Ingredients Inc.,1.3M,32.02,1.54,5.05
LGHL,Lion Group Holding Ltd. ADR,184.7K,4.37,0.21,5.05
ALC,Alcon Inc.,1.9M,95.92,4.61,5.04
TIGR,UP Fintech Holding Ltd. ADR,5.2M,9.28,0.45,5.04
KGEI,Kolibri Global Energy Inc.,83.7K,8.26,0.39,4.96
MNSO,MINISO Group Holding Ltd. ADR,680.0K,19.69,0.92,4.90
VERI,Veritone Inc.,194.3K,2.79,0.13,4.89
FINV,FinVolution Group ADR,724.4K,10.29,0.48,4.87
OPRT,Oportun Financial Corp.,164.1K,5.98,0.28,4.86
EVGO,EVgo Inc. Cl A,1.6M,2.92,0.14,4.84
