Symbol,Company,Volume,Price,Change,%Change
SLNO,Soleno Therapeutics Inc.,9.1M,69.98,21.01,42.90
CNXC,Concentrix Corp.,2.6M,62.96,17.28,37.83
WOOF,Petco Health & Wellness Co. Inc.,18.7M,3.28,0.84,34.43
CRVO,CervoMed Inc.,1.7M,10.00,2.29,29.72
BIYA,Baiya International Group Inc.,469.2K,6.15,1.26,25.82
TNON,Tenon Medical Inc.,38.2M,2.98,0.56,23.35
JFIN,Jiayin Group Inc. ADR,693.6K,14.89,2.79,23.06
EPSM,Epsium Enterprise Ltd.,308.5K,5.87,1.05,21.78
HTZ,Hertz Global Holdings Inc.,17.3M,4.16,0.70,20.43
CAR,Avis Budget Group Inc.,3.3M,73.89,12.34,20.05
MLGO,MicroAlgo Inc.,56.3M,14.03,2.17,18.30
SMTK,SmartKem Inc.,264.6K,3.55,0.49,16.07
LAZR,Luminar Technologies Inc.,9.2M,6.62,0.96,16.96
SATL,Satellogic Inc.,489.7K,4.32,0.57,15.20
FORD,Forward Industries Inc.,60.6K,4.49,0.54,13.67
KUKE,Kuke Music Holding Ltd. ADR,56.8K,2.76,0.32,13.11
TATT,Tat Technologies Ltd.,169.9K,29.25,3.35,12.93
YRD,Yiren Digital Ltd. ADR,383.3K,7.46,0.79,11.77
EDAP,EDAP TMS S.A. ADR,385.3K,2.29,0.24,11.71
QNTM,Quantum Biopharma Ltd.,811.3K,7.76,0.81,11.65
ASPI,ASP Isotopes Inc.,1.2M,4.67,0.48,11.46
IBRX,ImmunityBio Inc.,7.3M,3.10,0.32,11.33
MIST,Milestone Pharmaceuticals Inc.,3.8M,2.24,0.23,11.19
NCTY,The9 Ltd. ADR,134.4K,14.52,1.37,10.38
XYF,X Financial ADR,783.1K,16.87,1.56,10.19
ZGN,Ermenegildo Zegna N.V.,745.1K,7.80,0.72,10.17
DLTR,Dollar Tree Inc.,8.0M,76.06,6.85,9.90
IBO,Impact BioMedical Inc.,2.1M,2.40,0.20,9.31
NVCT,Nuvectis Pharma Inc.,107.1K,9.56,0.81,9.26
HMR,Heidmar Maritime Holdings Corp.,1.2M,3.45,0.29,9.18
NIU,Niu Technologies ADR,2.7M,4.74,0.40,9.10
LODE,Comstock Inc.,297.5K,2.62,0.22,9.08
RXST,RxSight Inc.,378.6K,26.57,2.20,9.03
MLKN,MillerKnoll Inc.,822.2K,19.97,1.63,8.89
HYMC,Hycroft Mining Holding Corp.,156.8K,3.54,0.28,8.59
RIVN,Rivian Automotive Inc. Cl A,31.9M,13.10,0.99,8.22
USAR,USA Rare Earth Inc.,280.9K,6.22,0.47,8.22
HCAI,Huachen AI Parking Management Technology Holding Co. Ltd.,213.9K,7.60,0.57,8.17
UPC,Universe Pharmaceuticals Inc.,64.1K,5.24,0.39,8.04
IQ,iQIYI Inc. ADR,32.3M,2.42,0.18,8.04
PROP,Prairie Operating Co.,723.5K,5.79,0.43,8.02
DNTH,Dianthus Therapeutics Inc.,76.4K,19.72,1.45,7.91
CING,Cingulate Inc.,132.5K,4.46,0.32,7.73
BZFD,BuzzFeed Inc.,316.8K,2.32,0.17,7.67
ZLAB,Zai Lab Ltd. ADR,283.5K,36.50,2.59,7.64
AAP,Advance Auto Parts Inc.,2.3M,40.70,2.88,7.63
CCB,Coastal Financial Corp.,82.0K,92.94,6.53,7.56
China,HUTCHMED,93.4K,15.29,1.07,7.52
GRO,Brazil Potash Corp.,54.1K,3.28,0.23,7.41
VTEX,VTEX,396.1K,5.22,0.36,7.41
PHH,Park Ha Biological Technology Co. Ltd.,204.3K,11.38,0.78,7.31
IBIO,iBio Inc.,591.1K,4.62,0.31,7.19
VSTM,Verastem Inc.,352.2K,6.86,0.46,7.19
ALUR,Allurion Technologies Inc.,372.9K,3.34,0.22,7.05
QSG,QuantaSing Group Ltd. ADR,451.8K,3.21,0.21,7.00
IMTX,Immatics N.V.,416.4K,4.84,0.32,6.95
VERO,Venus Concept Inc.,55.6K,3.51,0.23,6.93
DM,Desktop Metal Inc.,2.1M,4.84,0.31,6.84
LXEO,Lexeo Therapeutics Inc.,229.8K,4.26,0.27,6.77
CAAS,China Automotive Systems Inc.,94.4K,5.14,0.33,6.74
CDXS,Codexis Inc.,429.4K,3.01,0.19,6.74
JYD,Jayud Global Logistics Ltd.,7.4M,6.58,0.40,6.47
