Symbol,Company,Volume,Price,Change,%Change
AVD,American Vanguard Corp.,99.3K,4.42,0.21,4.99
GTE,Gran Tierra Energy Inc.,134.4K,5.16,0.24,4.98
TALO,Talos Energy Inc.,567.1K,9.70,0.46,4.97
ELAB,PMGC Holdings Inc.,51.4K,5.15,0.24,4.89
SSP,E.W. Scripps Co. Cl A,1.1M,3.40,0.15,4.77
PHH,Park Ha Biological Technology Co. Ltd.,276.0K,9.99,0.45,4.72
SJT,San Juan Basin Royalty Trust,209.8K,5.77,0.26,4.72
WVE,WAVE Life Sciences Ltd.,2.1M,9.88,0.43,4.61
TH,Target Hospitality Corp.,518.0K,6.41,0.28,4.57
ACIC,American Coastal Insurance Corp.,107.4K,11.99,0.51,4.44
KOS,Kosmos Energy Ltd.,2.9M,2.37,0.10,4.41
IMNM,Immunome Inc.,698.6K,7.26,0.30,4.39
PAYX,Paychex Inc.,2.1M,150.34,6.21,4.31
DAO,Youdao Inc. ADR,75.3K,7.95,0.32,4.26
SFD,Smithfield Foods Inc.,421.1K,19.92,0.78,4.08
TLK,Telekomunikasi Indonesia ADR,262.9K,14.65,0.57,4.05
CNOB,ConnectOne Bancorp Inc.,147.4K,24.65,0.92,3.88
ADTX,Aditxt Inc.,233.8K,7.23,0.27,3.86
FLIC,First of Long Island Corp.,58.9K,12.52,0.46,3.81
DAR,Darling Ingredients Inc.,414.3K,30.80,1.13,3.81
KFS,Kingsway Financial Services Inc.,1.0M,8.00,0.29,3.76
LX,LexinFintech Holdings Ltd. ADR,1.6M,10.97,0.39,3.67
VNET,VNET Group Inc. ADR,3.0M,8.79,0.31,3.66
GRAB,Grab Holdings Ltd.,17.8M,4.70,0.17,3.63
PROP,Prairie Operating Co.,528.8K,5.44,0.19,3.62
TTAM,Titan America S.A.,260.2K,14.12,0.49,3.60
NGD,New Gold Inc.,18.1M,3.49,0.12,3.56
IAG,IAMGOLD Corp.,7.0M,6.26,0.21,3.56
SDRL,Seadrill Ltd.,234.7K,25.97,0.87,3.47
WFRD,Weatherford International PLC,503.4K,56.72,1.90,3.47
RIG,Transocean Ltd.,14.8M,3.25,0.11,3.46
MOH,Molina Healthcare Inc.,181.6K,321.00,10.46,3.37
QSG,QuantaSing Group Ltd. ADR,109.7K,2.79,0.09,3.33
FPH,Five Point Holdings LLC Cl A,87.8K,5.50,0.17,3.28
SND,Smart Sand Inc.,214.4K,2.56,0.08,3.23
AZ,A2Z Cust2Mate Solutions Corp.,186.8K,7.52,0.23,3.22
HFFG,HF Foods Group Inc.,136.9K,4.50,0.14,3.21
IQ,iQIYI Inc. ADR,17.5M,2.28,0.07,3.17
FFWM,First Foundation Inc.,423.1K,4.89,0.15,3.16
BIOX,Bioceres Crop Solutions Corp.,109.8K,4.32,0.13,3.10
NAYA,NAYA Biosciences Inc.,50.1K,2.35,0.07,3.07
TSE,Trinseo PLC,122.2K,4.03,0.12,3.07
CNC,Centene Corp.,1.4M,60.74,1.80,3.06
KYTX,Kyverna Therapeutics Inc.,112.9K,2.37,0.07,3.04
MNSO,MINISO Group Holding Ltd. ADR,747.6K,18.80,0.56,3.04
KINS,Kingstone Cos. Inc.,156.3K,16.61,0.49,3.04
BOOM,DMC Global Inc.,146.3K,9.07,0.27,3.01
NRXP,NRX Pharmaceuticals Inc.,110.6K,2.07,0.06,2.99
NE,Noble Corp. PLC,622.2K,24.90,0.72,2.98
GDOT,Green Dot Corp. Cl A,279.1K,8.41,0.24,2.94
MUR,Murphy Oil Corp.,782.7K,28.55,0.81,2.92
GMAB,Genmab A/S ADR,754.3K,19.61,0.55,2.89
HLLY,Holley Inc.,91.1K,2.68,0.07,2.88
ACHC,Acadia Healthcare Co. Inc.,833.0K,29.63,0.82,2.85
