Symbol,Company,Volume,Price,Change,%Change
LOVE,Lovesac Co.,1.4M,16.75,0.82,5.15
JAGX,Jaguar Health Inc.,123.8K,5.30,0.26,5.05
GDS,GDS Holdings Ltd. ADR,3.1M,20.40,0.97,4.99
PSMT,PriceSmart Inc.,240.8K,90.04,4.25,4.95
ALHC,Alignment Healthcare Inc.,1.8M,19.43,0.89,4.80
ARQQ,Arqit Quantum Inc.,234.5K,14.06,0.63,4.69
AU,AngloGold Ashanti PLC,2.1M,38.08,1.66,4.56
VOXR,Vox Royalty Corp.,174.4K,2.89,0.12,4.33
ORLA,Orla Mining Ltd.,913.3K,9.68,0.40,4.31
AGL,agilon health inc.,4.3M,5.40,0.21,4.15
AEM,Agnico Eagle Mines Ltd.,3.2M,110.12,4.32,4.08
IAG,IAMGOLD Corp.,13.6M,6.78,0.27,4.07
Cayman,Dingdong,751.0K,2.18,0.09,4.05
AGI,Alamos Gold Inc.,3.0M,27.61,1.07,4.03
ACT,Enact Holdings Inc.,598.3K,34.68,1.31,3.93
CJMB,Callan JMB Inc.,51.5K,4.05,0.15,3.85
FSM,Fortuna Mining Corp.,8.5M,5.96,0.21,3.65
TAL,TAL Education Group ADR,5.4M,9.99,0.34,3.58
BYRN,Byrna Technologies Inc.,954.1K,17.17,0.59,3.56
KGC,Kinross Gold Corp.,11.8M,13.47,0.45,3.45
FNV,Franco-Nevada Corp.,599.0K,155.33,5.11,3.40
SAND,Sandstorm Gold Ltd.,2.2M,7.48,0.24,3.39
RGLD,Royal Gold Inc.,246.4K,170.00,5.46,3.32
HRTG,Heritage Insurance Holdings Inc.,124.6K,15.65,0.49,3.23
TFPM,Triple Flag Precious Metals Corp.,225.8K,20.51,0.64,3.21
RAY,Raytech Holding Ltd.,2.6M,2.28,0.07,3.17
WPM,Wheaton Precious Metals Corp.,1.0M,76.95,2.33,3.12
EGO,Eldorado Gold Corp.,1.0M,17.60,0.51,2.98
NGD,New Gold Inc.,14.6M,3.34,0.10,2.93
EQX,Equinox Gold Corp.,11.4M,6.43,0.18,2.88
NEOV,NeoVolta Inc.,63.9K,2.19,0.06,2.87
OR,Osisko Gold Royalties Ltd.,681.8K,20.97,0.56,2.74
DNA,Ginkgo Bioworks Holdings Inc.,863.3K,6.96,0.18,2.73
NUTX,Nutex Health Inc.,93.3K,106.55,2.76,2.66
BTG,B2Gold Corp.,29.8M,2.98,0.07,2.59
TDUP,ThredUp Inc. Cl A,778.7K,3.23,0.08,2.54
RAIN,Rain Enhancement Technologies Holdco Inc. Cl A,102.8K,2.41,0.06,2.34
NEM,Newmont Corp.,10.1M,49.88,1.13,2.33
QFIN,Qifu Technology Inc. ADR,1.6M,37.64,0.85,2.31
BJ,BJ's Wholesale Club Holdings Inc.,1.3M,115.71,2.61,2.31
CYD,China Yuchai International Ltd.,131.3K,14.34,0.32,2.28
ASPI,ASP Isotopes Inc.,1.6M,5.10,0.11,2.20
BLTE,Belite Bio Inc. ADR,50.7K,56.31,1.21,2.20
YALA,Yalla Group Ltd. ADR,532.9K,5.28,0.11,2.13
OLLI,Ollie's Bargain Outlet Holdings Inc.,555.5K,112.32,2.29,2.08
MTA,Metalla Royalty & Streaming Ltd.,312.5K,2.96,0.06,2.07
IDR,Idaho Strategic Resources Inc.,214.3K,16.07,0.32,2.03
CGAU,Centerra Gold Inc.,520.7K,6.14,0.12,1.99
NG,NovaGold Resources Inc.,1.2M,2.56,0.05,1.99
SKBL,Skyline Builders Group Holding Ltd. Cl A,66.9K,12.68,0.23,1.85
CNL,Collective Mining Ltd.,75.1K,9.39,0.17,1.84
ARMN,Aris Mining Corp.,827.8K,4.97,0.09,1.84
LIPO,Lipella Pharmaceuticals Inc.,70.9K,2.30,0.04,1.77
CGTL,Creative Global Technology Holdings Ltd.,1.2M,5.19,0.09,1.76
OLMA,Olema Pharmaceuticals Inc.,387.3K,3.20,0.06,1.75
ZH,Zhihu Inc. ADR,291.0K,3.61,0.06,1.69
API,Agora Inc. ADR,644.8K,3.05,0.05,1.67
SPRU,Spruce Power Holding Corp.,55.1K,2.13,0.04,1.67
MAMO,Massimo Group,92.1K,2.49,0.04,1.63
AVTE,Aerovate Therapeutics Inc.,75.8K,2.53,0.04,1.61
ORKA,Oruka Therapeutics Inc.,142.8K,7.28,0.12,1.60
JD,JD.com Inc. ADR,11.8M,35.63,0.56,1.58
CTGO,Contango ORE Inc.,50.4K,10.37,0.16,1.57
ONC,BeiGene Ltd. ADR,305.3K,209.51,3.19,1.55
KR,Kroger Co.,3.4M,66.81,0.98,1.49
GO,Grocery Outlet Holding Corp.,961.1K,14.06,0.20,1.41
PPTA,Perpetua Resources Corp.,402.0K,10.97,0.15,1.39
