Symbol,Company,Volume,Price,Change,%Change
VVPR,VivoPower International PLC,143.0M,4.18,1.92,84.96
LXEH,Lixiang Education Holding Co. Ltd. ADR,432.1K,18.21,7.81,75.10
EDBL,Edible Garden AG Inc.,531.0K,3.84,0.94,32.70
LZMH,LZ Technology Holdings Ltd. Cl B,276.7K,9.99,2.33,30.42
ULY,Urgent.ly Inc.,563.0K,4.84,0.93,23.79
WOR,Worthington Enterprises Inc.,1.9M,51.52,9.89,23.76
ALMS,Alumis Inc.,5.4M,4.92,0.92,23.00
LICN,Lichen International Ltd.,96.6K,4.60,0.80,21.05
EPSM,Epsium Enterprise Ltd.,932.2K,4.82,0.82,20.50
PLTK,Playtika Holding Corp.,6.9M,5.30,0.90,20.45
BOF,BranchOut Food Inc.,417.1K,2.65,0.42,18.83
QNTM,Quantum Biopharma Ltd.,716.8K,6.95,1.09,18.60
HCAI,Huachen AI Parking Management Technology Holding Co. Ltd.,555.2K,7.03,1.07,17.95
SOPH,SOPHiA GENETICS S.A.,68.7K,3.68,0.56,17.95
XYF,X Financial ADR,502.0K,15.31,2.31,17.77
JYD,Jayud Global Logistics Ltd.,13.5M,6.18,0.78,14.44
NGNE,Neurogene Inc.,219.4K,16.14,1.94,13.66
CGTL,Creative Global Technology Holdings Ltd.,223.7K,3.79,0.44,13.13
VS,Versus Systems Inc.,150.5K,2.35,0.26,12.44
LGHL,Lion Group Holding Ltd. ADR,265.9K,4.16,0.46,12.43
BIYA,Baiya International Group Inc.,758.4K,4.89,0.54,12.41
GDHG,Golden Heaven Group Holdings Ltd.,7.7M,4.27,0.46,12.07
BAK,Braskem S/A ADR,2.1M,4.13,0.44,11.92
AEVA,Aeva Technologies Inc.,2.7M,5.80,0.61,11.75
TZUP,Thumzup Media Corp.,680.1K,4.50,0.47,11.66
GME,GameStop Corp. Cl A,53.3M,28.36,2.96,11.65
PHH,Park Ha Biological Technology Co. Ltd.,481.4K,10.60,1.06,11.11
QSG,QuantaSing Group Ltd. ADR,220.8K,3.00,0.30,11.11
BYON,Beyond Inc.,5.2M,5.36,0.53,10.97
TBH,Brag House Holdings Inc.,2.7M,6.07,0.56,10.16
XGN,Exagen Inc.,250.0K,4.25,0.39,10.10
PRM,Perimeter Solutions Inc.,2.4M,10.02,0.91,9.99
ICU,SeaStar Medical Holding Corp.,540.0K,2.43,0.22,9.95
HFFG,HF Foods Group Inc.,548.4K,4.79,0.43,9.86
RENT,Rent the Runway Inc.,89.6K,5.17,0.45,9.53
NAYA,NAYA Biosciences Inc.,66.7K,2.48,0.20,8.77
KGEI,Kolibri Global Energy Inc.,223.4K,7.87,0.63,8.70
KYTX,Kyverna Therapeutics Inc.,281.3K,2.50,0.20,8.70
UPC,Universe Pharmaceuticals Inc.,92.1K,4.85,0.35,7.78
ARKR,ARK Restaurants Corp.,93.2K,10.10,0.72,7.73
DOOO,BRP Inc.,645.9K,38.23,2.69,7.57
GV,Visionary Holdings Inc.,5.8M,3.42,0.24,7.55
SYTA,Siyata Mobile Inc.,550.3K,2.17,0.15,7.43
PN,Skycorp Solar Group Ltd.,108.7K,3.96,0.26,7.03
CYD,China Yuchai International Ltd.,370.1K,18.22,1.19,6.99
AVD,American Vanguard Corp.,266.1K,4.50,0.29,6.89
HOND,HCM II Acquisition Corp. Cl A,6.2M,10.80,0.66,6.51
PRAX,Praxis Precision Medicines Inc.,836.5K,38.19,2.33,6.50
AMPY,Amplify Energy Corp.,755.3K,3.96,0.24,6.45
UHG,United Homes Group Inc.,68.7K,3.14,0.19,6.44
GMGI,Golden Matrix Group Inc.,164.6K,2.15,0.13,6.44
TH,Target Hospitality Corp.,1.2M,6.52,0.39,6.36
WVE,WAVE Life Sciences Ltd.,3.4M,10.02,0.58,6.14
