Symbol,Company,Volume,Price,Change,%Change
DNB,Dun & Bradstreet Holdings Inc.,56.9K,8.66,0.08,0.93
VALE,Vale S.A. ADR,51.3K,8.98,0.08,0.92
SLN,Silence Therapeutics PLC ADR,52.4K,2.21,0.02,0.91
AVGO,Broadcom Inc.,272.1K,173.86,1.56,0.91
MDLZ,Mondelez International Inc. Cl A,120.8K,66.56,0.57,0.87
RDY,Dr. Reddy's Laboratories Ltd. ADR,57.3K,12.82,0.11,0.87
PYPL,PayPal Holdings Inc.,131.3K,61.04,0.48,0.79
CMCSA,Comcast Corp. Cl A,302.9K,33.94,0.27,0.79
FLNC,Fluence Energy Inc.,55.2K,3.89,0.03,0.78
KHC,Kraft Heinz Co.,95.6K,29.05,0.21,0.73
CLSK,CleanSpark Inc.,90.5K,7.18,0.05,0.70
SMCI,Super Micro Computer Inc.,183.0K,33.90,0.22,0.67
CPRT,Copart Inc.,91.0K,59.03,0.37,0.63
GOOGL,Alphabet Inc. Cl A,368.9K,153.72,0.90,0.59
DJT,Trump Media & Technology Group Corp.,55.6K,18.89,0.10,0.52
RIOT,Riot Platforms Inc.,56.1K,6.82,0.04,0.52
GOOG,Alphabet Inc. Cl C,189.9K,156.12,0.75,0.48
NOK,Nokia Corp. ADR,93.6K,4.84,0.02,0.48
GILD,Gilead Sciences Inc.,71.7K,101.87,0.47,0.46
RKLB,Rocket Lab USA Inc.,66.2K,19.72,0.09,0.46
TIGR,UP Fintech Holding Ltd. ADR,51.9K,6.73,0.03,0.45
ARM,Arm Holdings PLC ADR,54.9K,100.90,0.44,0.44
AZN,AstraZeneca PLC ADR,65.4K,65.14,0.27,0.42
COIN,Coinbase Global Inc.,58.4K,170.26,0.64,0.38
KDP,Keurig Dr Pepper Inc.,86.3K,34.88,0.13,0.37
NEOG,Neogen Corp.,60.6K,5.65,0.02,0.36
PEP,PepsiCo Inc.,92.4K,144.65,0.51,0.35
MSFT,Microsoft Corp.,379.8K,382.68,1.33,0.35
BKR,Baker Hughes Co.,94.5K,36.78,0.12,0.33
MRNA,Moderna Inc.,103.8K,24.58,0.08,0.33
AMAT,Applied Materials Inc.,60.1K,138.67,0.43,0.31
TSLA,Tesla Inc.,450.1K,253.12,0.72,0.29
ADBE,Adobe Inc.,50.3K,351.01,0.96,0.27
CSCO,Cisco Systems Inc.,218.6K,56.72,0.13,0.23
GT,Goodyear Tire & Rubber Co.,90.9K,9.08,0.02,0.22
QUBT,Quantum Computing Inc.,69.3K,6.86,0.01,0.22
PYCR,Paycor HCM Inc.,76.4K,22.48,0.03,0.13
EXC,Exelon Corp.,63.2K,45.18,0.06,0.12
SOFI,SoFi Technologies Inc.,247.7K,10.53,0.01,0.11
PTEN,Patterson-UTI Energy Inc.,60.1K,5.60,0.01,0.09
AAL,American Airlines Group Inc.,321.2K,9.52,0.01,0.05
PFE,Pfizer Inc.,193.0K,21.60,0.01,0.05
KO,Coca-Cola Co.,77.2K,70.78,0.02,0.03
RUN,SunRun Inc.,66.4K,6.03,0.00,0.00
FTNT,Fortinet Inc.,57.1K,96.29,-0.03,-0.03
TROW,T. Rowe Price Group Inc.,60.4K,85.91,-0.04,-0.04
LRCX,Lam Research Corp.,143.3K,66.40,-0.03,-0.05
SOUN,SoundHound AI Inc.,116.4K,8.20,-0.01,-0.06
ZM,Zoom Communications Inc.,56.3K,69.52,-0.10,-0.14
SBUX,Starbucks Corp.,74.8K,84.48,-0.13,-0.15
RCAT,Red Cat Holdings Inc.,68.3K,5.79,-0.01,-0.17
CSX,CSX Corp.,192.6K,27.76,-0.06,-0.22
SHOP,Shopify Inc.,61.4K,84.36,-0.27,-0.32
NWL,Newell Brands Inc.,114.6K,4.54,-0.01,-0.33
APA,APA Corp.,82.6K,14.55,-0.05,-0.34
RGTI,Rigetti Computing Inc.,256.0K,9.39,-0.03,-0.35
WBA,Walgreens Boots Alliance Inc.,81.9K,10.65,-0.04,-0.37
WULF,TeraWulf Inc.,91.8K,2.23,-0.01,-0.44
MRVL,Marvell Technology Inc.,129.0K,52.56,-0.24,-0.46
BAC,Bank of America Corp.,98.5K,35.68,-0.17,-0.47
AGNC,AGNC Investment Corp.,403.6K,8.08,-0.04,-0.49
WBD,Warner Bros. Discovery Inc. Series A,160.6K,8.06,-0.04,-0.49
HST,Host Hotels & Resorts Inc.,52.3K,13.38,-0.07,-0.52
SNAP,Snap Inc.,94.1K,7.78,-0.04,-0.57
CRWD,CrowdStrike Holdings Inc. Cl A,51.9K,366.28,-2.33,-0.63
