Symbol,Company,Volume,Price,Change,%Change
KBH,KB Home,557.3K,57.54,1.93,3.47
W,Wayfair Inc. Cl A,11.0M,25.93,0.84,3.35
FIGS,FIGS Inc.,994.7K,4.06,0.13,3.33
TMHC,Taylor Morrison Home Corp.,540.0K,59.50,1.91,3.31
OCC,Optical Cable Corp.,81.8K,2.62,0.08,3.31
DLTR,Dollar Tree Inc.,6.5M,69.42,2.20,3.27
SHOO,Steven Madden Ltd.,1.7M,24.39,0.74,3.13
LULU,lululemon athletica inc.,5.1M,263.57,7.92,3.10
BKE,Buckle Inc.,316.5K,35.88,1.07,3.09
FOR,Forestar Group Inc.,140.4K,21.21,0.61,2.96
EUDA,EUDA Health Holdings Ltd.,84.4K,3.83,0.11,2.96
EPSM,Epsium Enterprise Ltd.,228.8K,5.42,0.15,2.94
WSM,Williams-Sonoma Inc.,3.2M,142.54,3.68,2.65
AVTE,Aerovate Therapeutics Inc.,62.2K,2.58,0.07,2.59
PHH,Park Ha Biological Technology Co. Ltd.,242.7K,13.11,0.33,2.58
GOLF,Acushnet Holdings Corp.,404.9K,61.03,1.45,2.43
TFII,TFI International Inc.,352.4K,77.67,1.82,2.40
MTEN,Mingteng International Corp. Inc.,132.3K,3.85,0.09,2.39
AUID,authID Inc.,93.9K,4.84,0.11,2.33
ABG,Asbury Automotive Group Inc.,176.7K,218.32,4.86,2.27
FIZZ,National Beverage Corp.,101.3K,42.80,0.94,2.26
LANC,Lancaster Colony Corp.,122.0K,178.94,3.88,2.21
IMPP,Imperial Petroleum Inc.,418.1K,2.37,0.05,2.16
JBI,Janus International Group Inc.,967.7K,6.73,0.14,2.12
MKTX,MarketAxess Holdings Inc.,542.6K,220.63,4.48,2.07
ZGN,Ermenegildo Zegna N.V.,480.3K,6.60,0.13,2.01
FL,Foot Locker Inc.,5.4M,12.70,0.25,2.01
TDUP,ThredUp Inc. Cl A,380.5K,2.57,0.05,1.98
CAL,Caleres Inc.,601.3K,15.83,0.31,1.98
ZCAR,Zoomcar Holdings Inc.,50.9K,3.78,0.07,1.89
AGL,agilon health inc.,1.5M,4.08,0.07,1.88
BURL,Burlington Stores Inc.,1.1M,239.93,4.27,1.81
MAMA,Mama's Creations Inc.,175.8K,6.50,0.11,1.72
SCVL,Shoe Carnival Inc.,582.2K,19.57,0.33,1.69
SBH,Sally Beauty Holdings Inc.,1.1M,8.46,0.14,1.68
